Name,Prompt URL,Description,Prompt Tags,Type,Created time
Voice Notes Overview,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/voice_notes_overview.md,"Explain voice notes, their purposes, use cases, tools, benefits, challenges, and best practices. Optionally compare them to other digital communication forms.","Communication, Productivity, Technology",text,"January 6, 2025 8:01 AM"
Brainstorm Ideas Customer Pain,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/brainstorm_ideas_customer_pain.md,"Edit a compelling copy using the PAS (Problem-Agitate-Solution) framework, focusing on a specific problem, amplifying its emotional impact, and providing a viable solution with highlighted benefits.","Content Creation, Marketing, Writing",text,"January 6, 2025 8:01 AM"
Analyze Responses,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/analyze_responses.md,"As a hospital CIO, provide clear, detailed, and informative responses to questions in a compelling first-person technical tone, ensuring each answer is numbered and concise. Avoid unnecessary jargon while maintaining clarity and coherence in a paragraph format.","Leadership, Medical, Technology",text,"January 6, 2025 8:01 AM"
Write Cover Letter,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/write_cover_letter.md,"Edit an introductory letter for potential employers, emphasizing skills and experiences while including a website link. Compose a compelling subject line to attract employer interest.","Career Advice, Job Search, Resume",text,"January 6, 2025 8:01 AM"
ChatGPT for Medical Practice Efficiency,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/chatgpt_for_medical_practice_efficiency.md,"Edit ChatGPT's applications in an OB-GYN practice to enhance efficiency in appointment scheduling, patient communication, and administrative tasks. Explore strategies for using ChatGPT to manage and grow the clinic's Facebook presence with ease.","Chatbots, Health, Social Media",text,"January 6, 2025 8:01 AM"
Brainstorm Ideas Customer Pain,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/brainstorm_ideas_customer_pain.md,"Create a persuasive PAS (Problem-Agitate-Solution) prompt tailored for a marketing campaign to improve awareness and usage of a new project management tool, detailing audience pain points, emotional consequences, and presenting the tool as a solution.","Marketing, Software, Team Management",text,"January 6, 2025 8:01 AM"
Personalized Meal Plan,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/personalized_meal_plan.md,"Create a personalized meal plan for a client using their profile information by retrieving specific details. The plan should include a week's worth of meals along with calorie counts, ingredients, food types, and meal costs organized in a table format.","Cooking Recipes, Diet, Health",text,"January 6, 2025 8:01 AM"
Contracts Plain Language Review,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/contracts_plain_language_review.md,"Rewrite entertainment contract clauses for artists and creatives in plain English, identify problem areas, and suggest improvements to enhance clarity and fairness.","Content Creation, Freelancing, Legal",text,"January 6, 2025 8:01 AM"
LinkedIn Website Article Analysis,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/linked_in_website_article_analysis.md,"Gather data from the company's LinkedIn page, including post metrics and follower count, while also analyzing the last 7 days of published articles on its website. Compile this information into a report presented in a table format.","Data, LinkedIn, Marketing",text,"January 6, 2025 8:01 AM"
Budgeting for Savings and Investments,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/budgeting_for_savings_and_investments.md,"Edit to create a budget plan targeting a Php50,000 monthly expense limit from a gross Php250,000 salary, ensuring optimal savings and investments. Include calculations, detailed expense breakdowns, savings allocations, and tips for reducing discretionary spending.","Budgeting, Investment, Personal Finance",text,"January 6, 2025 8:01 AM"
Limitations to Desired Identity,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/limitations_to_desired_identity.md,"Edit a 1000-word article addressing limiting beliefs that hold individuals back from achieving their desired identity, outlining three specific beliefs and providing actionable steps to overcome them. The article should target a specific audience, maintain a positive tone, and use straightforward language.","Coaching, Personal Development, Self-Improvement",text,"January 6, 2025 8:01 AM"
Transform Resume for Interviews,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/transform_resume_for_interviews.md,"Create a strategy to convert a resume into concise, clear slides for interview presentations, focusing on structure, content condensation, audience engagement, and visual appeal. Provide guidelines tailored for maintaining focus during the presentation, particularly beneficial for individuals with ADHD.","Job Interview, Presentation, Resume",text,"January 6, 2025 8:01 AM"
Create Engaging Instagram Reel,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_engaging_instagram_reel.md,"Generate an engaging short reel script for Instagram aimed at creating interest in making babies smarter, specifically targeting pregnant mothers and parents with young babies. The script should highlight course benefits, establish trust, and include a strong call-to-action using simple, persuasive language.","Courses, Instagram, Parenting",text,"January 6, 2025 8:01 AM"
Problem Agitate Solve,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/problem_agitate_solve.md,"Create a message using the problem-agitate-solve style, outlining a specific issue, its consequences, and a viable solution. Each component should be clearly structured with headings for clarity.","Content Creation, Marketing, Sales",text,"January 6, 2025 8:01 AM"
Create Compelling First-Person Text,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_compelling_first_person_text.md,"Create an engaging, persuasive first-person text for a specific topic and audience, following a structured format and style guidelines tailored for effective communication.","Content Creation, Marketing, Writing",text,"January 6, 2025 8:01 AM"
Social Media Strategy.md,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/Social%20Media%20Strategy.md,"Enhance the visibility of an AirBNB studio apartment rental through creative social media strategies, including content ideas, posting schedules, hashtags, visual content, engagement tactics, and advertising options. Specific recommendations will be tailored for TikTok, Facebook, X (formerly Twitter), and Instagram to reach potential customers effectively.","Marketing, Real Estate, Social Media",text,"January 6, 2025 8:01 AM"
SearchFunctionEnhancement,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/search_function_enhancement.md,"Edit a website to implement a search function for prompts, detailing the technical steps, technologies, best practices for performance and security, and user data protection. Request clarifications for a comprehensive understanding of the task.","Software, Technology, Web Development",text,"January 6, 2025 8:01 AM"
Simplify Learning Content,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/simplify_learning_content.md,"Transform the given learning content into simplified English for individuals with intellectual disabilities, ensuring clarity while keeping the original meaning intact. Focus on using simpler language, breaking down information, and maintaining the instructional value.","Accessibility, Content Creation, Education",text,"January 6, 2025 8:01 AM"
Survey Design Framework,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/survey_design_framework.md,"Design a comprehensive survey research study focusing on habits and uses, awareness, brand image, and segmentation. Develop questions and analysis methods for each category to gather detailed insights and assess brand perceptions.","Market Research, Research, Surveys",text,"January 6, 2025 8:01 AM"
